C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.NavigationForms\usrIssues.cs(37,4): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(6168,40): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(6175,42): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(6182,40): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(6189,43): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(6196,43): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(6203,37): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(6210,39): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(6217,41): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(6224,37): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(7961,44): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(7967,39): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(7973,39): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(8063,34): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(8070,34): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(8077,38): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(8084,37): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(8091,36): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(8298,46): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(8304,41): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(8312,51): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(8322,36): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(8334,49): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(9520,37): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(9528,37): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(9537,34): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(9543,40): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(9549,40): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(9559,45): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(9569,40): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(9579,43): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(9595,40): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(9613,42): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(9739,37): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(9747,42): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(9753,38): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(9759,44): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(9769,42): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(9779,44): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(9797,38): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(9897,37): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(9908,36): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(9913,38): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(9930,33): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
